Player,height,weight,collage,born,birth_city,birth_state
Bill Robinzine,201.0,104.0,DePaul University,1953.0,Chicago,Illinois
John Roche,190.0,77.0,University of South Carolina,1949.0,New York,New York
Bruce Seals,203.0,95.0,Xavier University of Louisiana,1953.0,New Orleans,Louisiana
Ed Searcy,198.0,95.0,St. John's University,1952.0,New York,New York
Gene Short,198.0,90.0,Jackson State University,1953.0,Macon,Mississippi
John Shumate,206.0,106.0,University of Notre Dame,1952.0,Greenville,South Carolina
Ricky Sobers,190.0,89.0,"University of Nevada, Las Vegas",1953.0,Bronx,New York
Terry Thomas,203.0,99.0,University of Detroit Mercy,1953.0,Detroit,Michigan
Rudy White,188.0,88.0,Arizona State University,1953.0,Silver City,New Mexico
Gus Williams,188.0,79.0,University of Southern California,1953.0,Mount Vernon,New York
Bill Willoughby,203.0,92.0,,1957.0,Englewood,New Jersey
Tom Abernethy,201.0,99.0,Indiana University,1954.0,South Bend,Indiana
Bird Averitt,185.0,77.0,Pepperdine University,1952.0,Hopkinsville,Kentucky
Tom Barker,211.0,102.0,University of Hawaii,1955.0,Harlingen,Texas
Marvin Barnes,203.0,95.0,Providence College,1952.0,Providence,Rhode Island
Norton Barnhill,193.0,92.0,Washington State University,1953.0,Winston-Salem,North Carolina
Mike Barr,190.0,81.0,Duquesne University,1950.0,Canton,Ohio
Tim Bassett,203.0,102.0,University of Georgia,1951.0,Washington,District of Columbia
Byron Beck,206.0,102.0,University of Denver,1945.0,Ellensburg,Washington
Mel Bennett,201.0,90.0,University of Pittsburgh,1955.0,Pittsburgh,Pennsylvania
Ron Boone,188.0,90.0,Idaho State University,1946.0,Oklahoma City,Oklahoma
Quinn Buckner,190.0,86.0,Indiana University,1954.0,Phoenix,Illinois
Ticky Burden,188.0,83.0,University of Utah,1953.0,Haines City,Florida
Don Buse,193.0,86.0,University of Evansville,1950.0,Huntingburg,Indiana
Mack Calvin,183.0,74.0,University of Southern California,1947.0,Fort Worth,Texas
M.L. Carr,183.0,74.0,,1947.0,,
Cornelius Cash,203.0,97.0,Bowling Green State University,1952.0,Macon,Mississippi
Norm Cook,203.0,95.0,University of Kansas,1955.0,Chicago,Illinois
Louie Dampier*,183.0,77.0,University of Kentucky,1944.0,Indianapolis,Indiana
Mel Daniels*,206.0,99.0,University of New Mexico,1944.0,Detroit,Michigan
Adrian Dantley*,196.0,94.0,University of Notre Dame,1956.0,Washington,District of Columbia
Johnny Davis,188.0,77.0,University of Dayton,1955.0,Detroit,Michigan
Ron Davis,198.0,89.0,Washington State University,1954.0,Phoenix,Arizona
Randy Denton,208.0,108.0,Duke University,1949.0,Raleigh,North Carolina
Coby Dietrick,208.0,99.0,San Jose State University,1948.0,Riverside,California
Leon Douglas,208.0,104.0,University of Alabama,1954.0,Leighton,Alabama
Mike Dunleavy,190.0,81.0,University of South Carolina,1954.0,Brooklyn,New York
Jim Eakins,211.0,97.0,Brigham Young University,1946.0,Sacramento,California
Len Elmore,206.0,99.0,University of Maryland,1952.0,New York,New York
Darrell Elston,193.0,86.0,University of North Carolina,1952.0,Tipton,Indiana
Alex English*,201.0,86.0,University of South Carolina,1954.0,Columbia,South Carolina
Julius Erving*,201.0,95.0,University of Massachusetts Amherst,1950.0,Roosevelt,New York
Butch Feher,193.0,83.0,Vanderbilt University,1954.0,Flint,Michigan
Mike Flynn,188.0,81.0,University of Kentucky,1953.0,Casablanca,Morocco
Terry Furlow,193.0,86.0,Michigan State University,1954.0,Flint,Michigan
Mike Gale,193.0,83.0,Elizabeth City State University,1950.0,Philadelphia,Pennsylvania
Gus Gerard,203.0,90.0,University of Virginia,1953.0,Uniontown,Pennsylvania
George Gervin*,201.0,81.0,Eastern Michigan University,1952.0,Detroit,Michigan
Artis Gilmore*,218.0,108.0,Jacksonville University,1949.0,Chipley,Florida
Mike Green,208.0,90.0,Louisiana Tech University,1951.0,McComb,Mississippi
Steve Green,201.0,99.0,Indiana University,1953.0,Madison,Wisconsin
Paul Griffin,206.0,92.0,Western Michigan University,1954.0,Shelby,Michigan
Rudy Hackett,206.0,95.0,Syracuse University,1953.0,Mount Vernon,New York
Phil Hicks,201.0,92.0,Tulane University,1953.0,Chicago,Illinois
Armond Hill,193.0,86.0,Princeton University,1953.0,Brooklyn,New York
Darnell Hillman,206.0,97.0,San Jose State University,1949.0,Sacramento,California
Mo Howard,188.0,77.0,University of Maryland,1954.0,Philadelphia,Pennsylvania
Kim Hughes,211.0,99.0,University of Wisconsin,1952.0,Freeport,Illinois
Dan Issel*,206.0,106.0,University of Kentucky,1948.0,Batavia,Illinois
Dennis Johnson*,193.0,83.0,Pepperdine University,1954.0,San Pedro,California
Bobby Jones,206.0,95.0,University of North Carolina,1951.0,Charlotte,North Carolina
Caldwell Jones,211.0,98.0,Albany State University,1950.0,McGehee,Arkansas
Rich Jones,198.0,99.0,University of Memphis,1946.0,Memphis,Tennessee
Robin Jones,206.0,102.0,Saint Louis University,1954.0,St. Louis,Missouri
Wil Jones,190.0,83.0,Northwestern University,1936.0,,
George Karl,190.0,83.0,University of North Carolina,1952.0,Penn Hills,Pennsylvania
Goo Kennedy,196.0,92.0,Texas Christian University,1949.0,Charlotte,North Carolina
Larry Kenon,206.0,92.0,University of Memphis,1952.0,Birmingham,Alabama
Billy Knight,198.0,88.0,University of Pittsburgh,1952.0,Braddock,Pennsylvania
Mitch Kupchak,206.0,104.0,University of North Carolina,1954.0,Hicksville,New York
Bo Lamar,185.0,81.0,University of Louisiana at Lafayette,1951.0,Columbus,Ohio
Ron Lee,193.0,87.0,University of Oregon,1952.0,Boston,Massachusetts
Scott Lloyd,208.0,104.0,Arizona State University,1952.0,Chicago,Illinois
John Lucas,190.0,79.0,University of Maryland,1953.0,Durham,North Carolina
Maurice Lucas,206.0,97.0,Marquette University,1952.0,Pittsburgh,Pennsylvania
Moses Malone*,208.0,97.0,,1955.0,Petersburg,Virginia
Scott May,201.0,97.0,Indiana University,1954.0,Sandusky,Ohio
Andre McCarter,190.0,86.0,"University of California, Los Angeles",1953.0,Philadelphia,Pennsylvania
Ted McClain,185.0,81.0,Tennessee State University,1946.0,Nashville,Tennessee
Allen Murphy,196.0,86.0,University of Louisville,1952.0,Birmingham,Alabama
Swen Nater,211.0,108.0,"University of California, Los Angeles",1950.0,Denhelder,Netherlands
Johnny Neumann,198.0,90.0,University of Mississippi,1951.0,Memphis,Tennessee
Mark Olberding,203.0,102.0,University of Minnesota,1956.0,Melrose,Minnesota
Tom Owens,208.0,97.0,University of South Carolina,1949.0,Bronx,New York
Joe Pace,208.0,99.0,Coppin State University,1953.0,New Brunswick,New Jersey
Robert Parish*,213.0,104.0,Centenary College of Louisiana,1953.0,Shreveport,Louisiana
Sonny Parker,198.0,90.0,Texas A&M University,1955.0,Chicago,Illinois
Billy Paultz,211.0,106.0,St. John's University,1948.0,River Edge,New Jersey
Marv Roberts,203.0,90.0,Utah State University,1950.0,Brooklyn,New York
Dave Robisch,208.0,106.0,University of Kansas,1949.0,Cincinnati,Ohio
Marshall Rogers,185.0,86.0,University of Texas-Pan American,1953.0,St. Louis,Missouri
Dan Roundfield,203.0,92.0,Central Michigan University,1953.0,Detroit,Michigan
Phil Sellers,193.0,88.0,Rutgers University,1953.0,Brooklyn,New York
Lonnie Shelton,203.0,108.0,Oregon State University,1955.0,Bakersfield,California
James Silas,185.0,81.0,Stephen F. Austin State University,1949.0,Tallulah,Louisiana
Ralph Simpson,196.0,90.0,Michigan State University,1949.0,Detroit,Michigan
Al Skinner,190.0,86.0,University of Massachusetts Amherst,1952.0,Mount Vernon,New York
Willie Smith,213.0,99.0,Syracuse University,1949.0,,
Keith Starr,198.0,86.0,University of Pittsburgh,1954.0,Sewickley,Pennsylvania
Earl Tatum,196.0,83.0,Marquette University,1953.0,Mount Vernon,New York
Brian Taylor,188.0,83.0,Princeton University,1951.0,Perth Amboy,New Jersey
Fatty Taylor,183.0,79.0,La Salle University,1946.0,Washington,District of Columbia
Ira Terrell,203.0,90.0,Southern Methodist University,1954.0,Dallas,Texas
Claude Terry,193.0,88.0,Stanford University,1950.0,Salida,California
David Thompson*,193.0,88.0,North Carolina State University,1954.0,Shelby,North Carolina
Monte Towe,170.0,68.0,North Carolina State University,1953.0,Marion,Indiana
Dave Twardzik,185.0,79.0,Old Dominion University,1950.0,Hershey,Pennsylvania
Jan Van,185.0,79.0,,1950.0,,
Andy Walker,193.0,86.0,Niagara University,1955.0,Long Island City,New York
Wally Walker,201.0,86.0,University of Virginia,1954.0,Millersville,Pennsylvania
Lloyd Walton,183.0,72.0,Marquette University,1953.0,Chicago,Illinois
Henry Ward,193.0,88.0,Jackson State University,1952.0,Jackson,Mississippi
Richard Washington,211.0,99.0,"University of California, Los Angeles",1955.0,Portland,Oregon
Marvin Webster,216.0,102.0,Morgan State University,1952.0,Baltimore,Maryland
Bob Wilkerson,198.0,88.0,Indiana University,1954.0,Anderson,Indiana
Chuck Williams,183.0,74.0,Seattle University,1943.0,Colorado Springs,Colorado
Chuckie Williams,183.0,74.0,Seattle University,1943.0,Colorado Springs,Colorado
John Williamson,188.0,83.0,New Mexico State University,1951.0,New Haven,Connecticut
Willie Wise,196.0,95.0,Drake University,1947.0,San Francisco,California
Larry Wright,185.0,72.0,Grambling State University,1954.0,Monroe,Louisiana
Tate Armstrong,190.0,79.0,Duke University,1955.0,Moultrie,Georgia
Greg Ballard,201.0,97.0,University of Oregon,1955.0,Los Angeles,California
Kent Benson,208.0,106.0,Indiana University,1954.0,New Castle,Indiana
Otis Birdsong,190.0,86.0,University of Houston,1955.0,Winter Haven,Florida
Phil Bond,188.0,79.0,University of Louisville,1954.0,Louisville,Kentucky
Jim Bostic,201.0,102.0,New Mexico State University,1953.0,Brooklyn,New York
Alonzo Bradley,198.0,86.0,Texas Southern University,1953.0,Utica,Mississippi
Mike Bratz,188.0,83.0,Stanford University,1955.0,Lompoc,California
Wayman Britt,188.0,83.0,University of Michigan,1952.0,Wilson Mills,North Carolina
Kenny Carr,201.0,99.0,North Carolina State University,1955.0,Washington,District of Columbia
Bob Carrington,198.0,88.0,Boston College,1953.0,Brookline,Massachusetts
Wesley Cox,198.0,97.0,University of Louisville,1955.0,Louisville,Kentucky
Charlie Criss,173.0,74.0,New Mexico State University,1948.0,Valhalla,New York
Mark Crow,201.0,95.0,Duke University,1954.0,Edwards AFB,California
Brad Davis,190.0,81.0,University of Maryland,1955.0,Monaca,Pennsylvania
Walter Davis,203.0,92.0,Texas A&M University,1931.0,Beaumont,Texas
Jacky Dorsey,201.0,104.0,University of Georgia,1954.0,Atlanta,Georgia
T.R. Dunn,201.0,104.0,,1954.0,,
James Edwards,213.0,102.0,University of Washington,1955.0,Seattle,Washington
Bo Ellis,196.0,83.0,Niagara University,1936.0,,
Al Fleming,201.0,97.0,University of Arizona,1954.0,Chicago,Illinois
Bayard Forrest,208.0,106.0,Grand Canyon University,1954.0,San Jose,California
Mike Glenn,188.0,79.0,Southern Illinois University,1955.0,Rome,Georgia
Glen Gondrezick,198.0,98.0,"University of Nevada, Las Vegas",1955.0,Boulder,Colorado
Rickey Green,183.0,77.0,University of Michigan,1954.0,Chicago,Illinois
Greg Griffin,201.0,86.0,Idaho State University,1952.0,Cleveland,Ohio
Ernie Grunfeld,198.0,95.0,University of Tennessee,1955.0,Satu-Mare,Romania
Joe Hassett,196.0,81.0,Providence College,1955.0,Providence,Rhode Island
Eddie Johnson,203.0,92.0,Tennessee State University,1944.0,Atlanta,Georgia
Larry Johnson,190.0,92.0,University of Kentucky,1954.0,Morganfield,Kentucky
Marques Johnson,201.0,98.0,"University of California, Los Angeles",1956.0,Nachitoches,Louisiana
Eddie Jordan,185.0,77.0,Rutgers University,1955.0,Washington,District of Columbia
Bernard King*,201.0,92.0,University of Tennessee,1956.0,Brooklyn,New York
Toby Knight,206.0,95.0,University of Notre Dame,1955.0,Bronx,New York
John Kuester,188.0,81.0,University of North Carolina,1955.0,Richmond,Virginia
Tom LaGarde,208.0,99.0,University of North Carolina,1955.0,Detroit,Michigan
Mark Landsberger,203.0,97.0,Arizona State University,1955.0,Minot,North Dakota
Rich Laurel,198.0,86.0,Hofstra University,1954.0,Philadelphia,Pennsylvania
Ricky Marsh,190.0,90.0,Manhattan College,1954.0,New York,New York
Cedric Maxwell,203.0,92.0,University of North Carolina at Charlotte,1955.0,Kinston,North Carolina
Larry Moffett,203.0,95.0,"University of Nevada, Las Vegas",1954.0,Mobile,Alabama
Glenn Mosley,203.0,88.0,Seton Hall University,1955.0,Newark,New Jersey
Norm Nixon,188.0,77.0,Duquesne University,1955.0,Macon,Georgia
Eddie Owens,201.0,95.0,"University of Nevada, Las Vegas",1953.0,,
Ben Poquette,206.0,106.0,Central Michigan University,1955.0,Ann Arbor,Michigan
Robert Reid,203.0,92.0,St. Mary's University,1955.0,Atlanta,Georgia
Anthony Roberts,196.0,83.0,Oral Roberts University,1955.0,Chattanooga,Tennessee
Tony Robertson,193.0,88.0,West Virginia University,1956.0,Detroit,Michigan
Tree Rollins,216.0,106.0,Clemson University,1955.0,Winter Haven,Florida
Alvin Scott,201.0,83.0,Oral Roberts University,1955.0,Cleveland,Tennessee
Steve Sheppard,198.0,97.0,University of Maryland,1954.0,New York,New York
Jack Sikma,211.0,104.0,Illinois Wesleyan University,1955.0,Kankakee,Illinois
Scott Sims,185.0,77.0,University of Missouri,1955.0,Kirksville,Missouri
Robert Smith,180.0,74.0,"University of Nevada, Las Vegas",1955.0,Los Angeles,California
Phil Walker,190.0,81.0,Millersville University of Pennsylvania,1956.0,Philadelphia,Pennsylvania
Wilson Washington,206.0,102.0,Old Dominion University,1955.0,Norfolk,Virginia
Ray Williams,190.0,85.0,University of Minnesota,1954.0,Mount Vernon,New York
Kim Anderson,201.0,90.0,University of Missouri,1955.0,Sedalia,Missouri
Del Beshore,180.0,74.0,California University of Pennslyvania,1956.0,Mechanicsburg,Pennsylvania
Dennis Boyd,185.0,79.0,University of Detroit Mercy,1954.0,Portsmouth,Virginia
Winford Boynes,198.0,83.0,University of San Francisco,1957.0,Greenville,South Carolina
Ron Brewer,193.0,81.0,University of Arkansas,1955.0,Fort Smith,Arkansas
Greg Bunch,198.0,86.0,"California State University, Fullerton",1956.0,San Bernardino,California
Marty Byrnes,201.0,97.0,Syracuse University,1956.0,Syracuse,New York
Ron Carter,196.0,86.0,Virginia Military Institute,1956.0,Pittsburgh,Pennsylvania
Maurice Cheeks,185.0,81.0,West Texas A&M University,1956.0,Chicago,Illinois
Michael Cooper,196.0,77.0,University of New Mexico,1956.0,Los Angeles,California
Wayne Cooper,208.0,99.0,University of New Orleans,1956.0,Milan,Georgia
Dave Corzine,211.0,113.0,DePaul University,1956.0,Arlington Heights,Illinois
Geoff Crompton,211.0,127.0,University of North Carolina,1955.0,Burlington,North Carolina
Harry Davis,201.0,99.0,Florida State University,1956.0,Cleveland,Ohio
Bob Elliott,206.0,102.0,University of Arizona,1955.0,Ann Arbor,Michigan
Ray Epps,198.0,88.0,Norfolk State University,1956.0,Amelia,Virginia
Phil Ford,188.0,79.0,University of North Carolina,1956.0,Rocky Mount,North Carolina
Jack Givens,196.0,92.0,University of Kentucky,1956.0,Lexington,Kentucky
Tommie Green,188.0,83.0,Southern University and A&M College,1956.0,Baton Rouge,Louisiana
Lars Hansen,208.0,102.0,University of Washington,1954.0,Copenhagen,Denmark
James Hardy,203.0,99.0,University of San Francisco,1956.0,Knoxville,Alabama
Keith Herron,198.0,88.0,Villanova University,1956.0,Memphis,Tennessee
Kenny Higgs,183.0,81.0,Louisiana State University,1955.0,Owensboro,Kentucky
Essie Hollis,198.0,88.0,St. Bonaventure University,1955.0,Erie,Pennsylvania
Otis Howard,201.0,99.0,Austin Peay State University,1956.0,Oak Ridge,Tennessee
Clemon Johnson,208.0,108.0,Florida Agricultural and Mechanical University,1956.0,Monticello,Florida
Jeff Judkins,198.0,83.0,University of Utah,1956.0,Salt Lake City,Utah
Joel Kramer,201.0,92.0,San Diego State University,1955.0,San Diego,California
Butch Lee,183.0,83.0,Marquette University,1956.0,Santurce,Puerto Rico
John Long,196.0,88.0,University of Detroit Mercy,1956.0,Romulus,Michigan
Billy McKinney,183.0,72.0,Northwestern University,1955.0,Waukegan,Illinois
Mike Mitchell,201.0,97.0,Auburn University,1956.0,Atlanta,Georgia
John Olive,201.0,95.0,Villanova University,1955.0,Philadelphia,Pennsylvania
Roger Phegley,198.0,92.0,Bradley University,1956.0,East Peoria,Illinois
Stan Pietkiewicz,196.0,90.0,Auburn University,1956.0,Huntsville,Alabama
Wayne Radford,190.0,92.0,Indiana University,1956.0,Indianapolis,Indiana
Marlon Redmond,198.0,85.0,University of San Francisco,1955.0,San Francisco,California
Micheal Ray,198.0,85.0,,1955.0,,
Rick Robey,211.0,104.0,University of Kentucky,1956.0,Coral Gables,Florida
Jackie Robinson,198.0,95.0,"University of Nevada, Las Vegas",1955.0,Los Angeles,California
John Rudd,201.0,104.0,McNeese State University,1955.0,DeRidder,Louisiana
Frankie Sanders,198.0,90.0,Southern University and A&M College,1957.0,Dayton,Ohio
Purvis Short,201.0,95.0,Jackson State University,1957.0,Hattiesburg,Mississippi
Sam Smith,201.0,104.0,Kentucky Wesleyan College,1944.0,Hazard,Kentucky
Reggie Theus,201.0,86.0,"University of Nevada, Las Vegas",1957.0,Inglewood,California
Mychal Thompson,208.0,102.0,University of Minnesota,1955.0,Nassau,Bahamas
Raymond Townsend,190.0,79.0,"University of California, Los Angeles",1955.0,San Jose,California
Terry Tyler,201.0,97.0,University of Detroit Mercy,1956.0,Detroit,Michigan
Andre Wakefield,190.0,79.0,Loyola University of Chicago,1955.0,Chicago,Illinois
Jerome Whitehead,208.0,99.0,Marquette University,1956.0,Waukegan,Illinois
Freeman Williams,193.0,86.0,Portland State University,1956.0,Los Angeles,California
Rick Wilson,196.0,90.0,University of Louisville,1956.0,Louisville,Kentucky
James Bailey,206.0,99.0,Rutgers University,1957.0,Dublin,Georgia
Billy Ray,206.0,99.0,,1957.0,,
Larry Bird*,206.0,99.0,Indiana State University,1956.0,West Baden,Indiana
Lawrence Boston,203.0,102.0,University of Maryland,1956.0,Cleveland,Ohio
Dudley Bradley,198.0,88.0,University of North Carolina,1957.0,Baltimore,Maryland
Bill Cartwright,216.0,111.0,University of San Francisco,1957.0,Lodi,California
Jeff Cook,208.0,97.0,Idaho State University,1956.0,West Covina,California
Hollis Copeland,198.0,81.0,Rutgers University,1955.0,Trenton,New Jersey
John Coughran,201.0,102.0,University of California,1951.0,Pittsburg,California
Terry Crosby,193.0,88.0,University of Tennessee,1957.0,Toledo,Ohio
Pat Cummings,206.0,104.0,University of Cincinnati,1956.0,Johnstown,Pennsylvania
Paul Dawkins,196.0,86.0,Northern Illinois University,1957.0,Saginaw,Michigan
Greg Deane,193.0,86.0,University of Utah,1957.0,Tulare,California
Larry Demic,206.0,102.0,University of Arizona,1957.0,Gary,Indiana
Terry Duerod,188.0,81.0,University of Detroit Mercy,1956.0,Royal Oak,Michigan
